company,tier,job_count,avg_salary,median_salary,avg_experience,disclosed_salary_count,top_skills,salary_data_note
Jobs Accuracy,Startup/Other,5,13.92,15.99,5.0,0,"R, Data Modeling, Power BI, Tableau, SQL",estimated_only
Jobs Territory,Startup/Other,5,6.85,6.93,2.1,0,"Excel, Machine Learning, NLP, SQL, AWS",estimated_only
Blue Yonder,Startup/Other,5,15.8,17.06,6.4,0,"Machine Learning, GCP, Git, Agile, Spark",estimated_only
Google,Product,5,12.21,9.25,3.9,0,"C++, Python, Spark, GCP, Machine Learning",estimated_only
Global Talent Pool,Startup/Other,5,7.93,6.36,2.8,0,"Python, Statistics, Machine Learning, Data Visualization, SAS",estimated_only
HRDevi Talent Acquisition,Startup/Other,5,13.41,15.18,6.1,0,"SQL, MATLAB, Python, Statistics, Java",estimated_only
Burgeon IT Services Pvt ltd,Startup/Other,5,19.58,21.27,8.0,0,"Python, Spark, R, Git, SQL",estimated_only
Burgeon It Services Pvt Ltd,Startup/Other,5,16.67,16.54,5.9,0,"Python, TensorFlow, NLP, NumPy, Pandas",estimated_only
Incline Infotech,Startup/Other,5,19.08,16.33,11.0,0,"SQL, AWS, Spark, Java, Snowflake",estimated_only
Coforge,MNC/IT Services,5,16.84,16.43,6.9,0,"Spark, Scala, AWS, Java, Agile",estimated_only
CloudThat Technologies Pvt. Ltd.,Startup/Other,5,9.97,6.57,3.6,0,"Python, AWS, Azure, Java, NoSQL",estimated_only
AARNA HR SOLUTIONS PVT. LTD.,Startup/Other,5,10.41,10.42,4.3,0,"SQL, SAS, Plotly, Communication, Excel",estimated_only
Zendrive Inc,Startup/Other,5,15.38,13.96,7.1,0,"AWS, Machine Learning, SQL, NoSQL, Spark",estimated_only
ACZ Global Private Limited,Startup/Other,5,19.88,21.68,7.9,0,"Machine Learning, R, Python, SQL, Statistics",estimated_only
epiFi Technologies,Startup/Other,5,11.13,10.56,4.2,0,"Python, AWS, SQL, Machine Learning, NLP",estimated_only
idfc first bank,Startup/Other,5,12.76,9.25,5.3,0,"Agile, Excel",estimated_only
kk consulting services,Startup/Other,5,16.58,16.59,6.9,0,"Machine Learning, SQL, Python, Statistics",estimated_only
upGrad,Startup/Other,4,10.92,10.19,4.6,0,"SQL, Data Visualization, GCP, Python, Plotly",estimated_only
iQuanti,Startup/Other,4,15.54,14.55,6.0,0,"SQL, GCP, ETL, Git, Agile",estimated_only
iMindYourBusiness,Startup/Other,4,8.46,5.91,2.8,0,"SQL, Python, SAS, C++, Excel",estimated_only
AMPLIFY ANALYTIX INDIA PRIVATE LIMITED,Startup/Other,4,10.0,10.53,3.9,0,"Machine Learning, Git, Tableau, Statistics, C++",estimated_only
Concerto.ai,Startup/Other,4,19.4,21.16,8.2,0,"Python, Spark, SQL, AWS, NoSQL",estimated_only
sybill,Startup/Other,4,13.7,13.77,4.8,0,"Python, Machine Learning",estimated_only
skypoint cloud,Startup/Other,4,15.4,12.26,7.0,0,"Azure, SQL, NoSQL, Scala, Machine Learning",estimated_only
Infoblox,Startup/Other,4,16.93,16.28,7.6,0,"Python, SQL, Java, Spark",estimated_only
Infineon Technologies Pvt Ltd,Startup/Other,4,9.2,8.5,3.0,0,"Machine Learning, NLP",estimated_only
IQVIA RDS India Pvt Ltd,Startup/Other,4,11.77,10.34,5.0,0,"SQL, Spark, SAS, GCP, Scala",estimated_only
I Square Soft,Startup/Other,4,20.2,20.86,7.8,0,"SQL, ETL, AWS, Spark, Python",estimated_only
Kinara Financial Private Limited,Startup/Other,4,11.96,11.32,4.2,0,"SQL, Python, Machine Learning, Git, Tableau",estimated_only
Kaleidofin,Startup/Other,4,20.64,20.62,8.0,0,"Spark, SQL, Python, Machine Learning, Statistics",estimated_only
HotelHub,Startup/Other,4,15.16,13.68,5.8,0,"Machine Learning, R, SQL, Python, Communication",estimated_only
C P CAREERS PRIVATE LIMITED,Startup/Other,4,11.87,12.0,4.6,0,"Spark, SQL, Python, Azure, Scala",estimated_only
Hortonworks Inc.,Startup/Other,4,18.73,18.43,9.1,0,"Machine Learning, Python, Spark, Azure, R",estimated_only
Grab,Startup/Other,4,13.66,14.12,4.8,0,Spark,estimated_only
Minions Ventures,Startup/Other,4,10.45,10.36,3.5,0,"ETL, SQL, Plotly, Tableau, Azure",estimated_only
Maintec Technologies,Startup/Other,4,13.9,13.57,5.9,0,"SQL, ETL, APIs, Spark, Communication",estimated_only
Leuwint,Startup/Other,4,16.46,16.57,7.5,0,"Python, Agile, ETL, Git",estimated_only
LatentView,Consulting,4,15.93,13.88,5.9,0,"SQL, R, Python, Spark, AWS",estimated_only
Naukri Premium - Employer Services,Startup/Other,4,18.62,17.24,7.2,0,"Spark, GCP, Python, Java, ETL",estimated_only
Nanobi Data And Analytics Pvt Ltd,Startup/Other,4,13.29,13.66,6.1,0,"SAS, Python, Spark, Communication",estimated_only
NVIDIA,Startup/Other,4,10.0,9.99,4.2,0,"Agile, Scala, Machine Learning, Git",estimated_only
NTT Data,Startup/Other,4,8.77,8.86,3.2,0,"Azure, SQL, Power BI, Agile, NoSQL",estimated_only
Beckman Coulter India Pvt Ltd,Startup/Other,4,16.68,16.8,6.6,0,"Machine Learning, Agile, Azure, Git, AWS",estimated_only
Mphasis,MNC/IT Services,4,13.55,13.88,7.2,0,"Java, ETL, SQL",estimated_only
Moveworks,Startup/Other,4,13.99,14.54,5.9,0,"Python, Machine Learning, SQL",estimated_only
Nutanix India Technologies Private Limited,Startup/Other,4,11.99,11.4,5.8,0,"SAS, Java, Communication, Excel",estimated_only
NovoTree Minds Consulting Pvt. Ltd.,Startup/Other,4,11.12,11.09,3.9,0,"Spark, SQL, Airflow, SAS, Java",estimated_only
GLOBALFOUNDRIES,Startup/Other,4,15.39,15.58,6.6,0,"Spark, AWS, SQL, Snowflake, Power BI",estimated_only
Fluence,Startup/Other,4,9.16,9.88,3.2,0,"Agile, Machine Learning, Git, SQL, AWS",estimated_only
Executive Selection India,Startup/Other,4,17.02,16.8,7.0,0,"Python, Java, Spark, NoSQL, Kafka",estimated_only
Eurofins It Solutions,Startup/Other,4,15.67,15.42,6.9,0,"SQL, Python, Machine Learning, Azure, Tableau",estimated_only
Esper,Startup/Other,4,16.45,16.86,6.6,0,"Spark, Java, Python, GCP, Machine Learning",estimated_only
Envestnet | Yodlee,Startup/Other,4,12.04,11.63,5.4,0,"Spark, Scala, Python, SQL, AWS",estimated_only
Ayla Networks,Startup/Other,4,16.01,15.37,7.1,0,"Agile, Machine Learning, Java, Python, GCP",estimated_only
Axcess Consultancy Services,Startup/Other,4,15.7,16.34,6.1,0,"Spark, Python, Java, TensorFlow, R",estimated_only
Awake Security,Startup/Other,4,15.96,17.72,6.4,0,"Scala, SQL, Python, Spark, C++",estimated_only
Persistent,MNC/IT Services,4,12.99,11.38,5.0,0,"AWS, Python, Spark, Azure, Machine Learning",estimated_only
ResearchFox,Startup/Other,4,8.08,8.19,2.8,0,,estimated_only
Randstad India Private Limited,Startup/Other,4,14.74,16.3,5.1,0,"SQL, Python, Spark, Data Visualization, Tableau",estimated_only
Ralph Lauren,Startup/Other,4,10.54,10.52,4.1,0,Agile,estimated_only
RYSTAD ENERGY INDIA PRIVATE LIMITED,Startup/Other,4,8.32,6.64,3.1,0,Python,estimated_only
Sense Talent Labs,Startup/Other,4,19.27,20.44,10.0,0,"SQL, Machine Learning, GCP, Git, Data Visualization",estimated_only
Sears Holdings,Startup/Other,4,12.3,13.4,4.8,0,"Machine Learning, GCP, NLP, Git, Statistics",estimated_only
Scienaptic Systems,Startup/Other,4,12.42,12.58,5.2,0,"Machine Learning, Spark, AWS",estimated_only
Enquero,Startup/Other,4,12.32,12.48,5.2,0,"SQL, Scala, Git, NoSQL, Spark",estimated_only
CaaStle,Startup/Other,4,12.03,12.52,4.5,0,"GCP, Tableau, Machine Learning, Spark, Agile",estimated_only
SuccessR Hrtech Pvt Ltd,Startup/Other,4,17.82,17.64,7.2,0,"Python, AWS, Java, Machine Learning, Spark",estimated_only
Squircle IT Consulting Services Pvt Ltd,Startup/Other,4,11.61,11.04,4.6,0,"SQL, C++, Communication, ETL",estimated_only
Sigma Aldrich,Startup/Other,4,7.87,7.28,2.8,0,"Agile, SQL, Machine Learning, Excel",estimated_only
Siemens Gamesa Renewable Energy,Startup/Other,4,12.94,10.9,5.2,0,"MATLAB, Python, Excel, ETL, SQL",estimated_only
Talent Placers,Startup/Other,4,16.88,16.88,8.4,0,"Agile, SQL, Communication, Machine Learning",estimated_only
TIGI HR Solution,Startup/Other,4,20.35,19.64,7.5,0,"SQL, GCP, Python, NLP, AWS",estimated_only
Sutherland Global Services Inc,Startup/Other,4,9.87,7.45,3.8,0,"Python, SAS, NLP, Communication, R",estimated_only
Thoucentric Technology Pvt ltd,Startup/Other,4,14.84,15.73,6.4,0,"Python, Machine Learning, Azure, TensorFlow, AWS",estimated_only
AgreeYa,Startup/Other,4,13.52,14.34,4.9,0,"Python, Machine Learning, AWS, Spark, Azure",estimated_only
Telamon HR Solutions,Startup/Other,4,20.55,23.24,8.0,0,"Java, Spark, Communication",estimated_only
Xpetize Technology Solutions Private Limited,Startup/Other,4,15.37,14.71,7.0,0,"SQL, Spark, Java, Agile, AWS",estimated_only
"ANMUTSOLUTIONS Pvt,Ltd.",Startup/Other,4,17.3,17.64,7.0,0,"SQL, Spark, SAS, Machine Learning, Agile",estimated_only
WAKEFIT INNOVATIONS PRIVATE LIMITED,Startup/Other,4,8.67,8.7,3.4,0,"Data Visualization, Machine Learning, Scala, SAS, Statistics",estimated_only
Vision Excel Career Solutions,Startup/Other,4,17.24,16.9,6.5,0,"Spark, Scala, SQL, ETL, Java",estimated_only
Virtusa,MNC/IT Services,4,14.86,14.72,6.6,0,"Communication, SQL, Python, Spark, Kafka",estimated_only
Valuable Consulting,Startup/Other,4,17.87,17.77,6.6,0,"TensorFlow, SQL, Python, Azure, Spark",estimated_only
Delhivery,Startup/Other,4,9.93,10.49,3.8,0,"Machine Learning, Excel, SQL, Spark",estimated_only
DMI Innovations Pvt. Ltd,Startup/Other,4,21.23,23.6,8.2,0,"Machine Learning, Python, AWS, Excel",estimated_only
Course5,Startup/Other,4,15.3,16.06,5.8,0,"Statistics, Power BI, GCP, AWS, Excel",estimated_only
newscorp,Startup/Other,3,10.52,10.31,4.3,0,,estimated_only
experionglobal,Startup/Other,3,20.14,21.29,8.8,0,"Tableau, Python, Machine Learning, AWS, SQL",estimated_only
Bukuwarung,Startup/Other,3,9.84,9.51,4.3,0,"SQL, Data Visualization",estimated_only
krtrimaIQ AI Solutions,Startup/Other,3,15.26,16.73,5.7,0,"Machine Learning, Python, Statistics, NumPy, Tableau",estimated_only
mfine,Startup/Other,3,15.41,17.09,6.0,0,"Spark, Data Modeling, SQL, Machine Learning",estimated_only
ACS Global Tech Solutions Pvt. Ltd.,Startup/Other,3,11.84,11.01,4.7,0,"SQL, Snowflake, Azure",estimated_only
Klub,Startup/Other,3,8.2,7.65,3.0,0,"Machine Learning, R, SAS, ETL, SQL",estimated_only
Kennametal,Product,3,24.25,22.26,8.2,0,"Machine Learning, Scala, SQL, Power BI, Spark",estimated_only
Boeing,Startup/Other,3,20.51,22.6,10.0,0,"SQL, Azure, Java, Python, MongoDB",estimated_only
"Bloom Consulting Services, Inc.",Startup/Other,3,20.83,18.49,7.8,0,"SQL, ETL, Spark, Python, NoSQL",estimated_only
XpressBees,Startup/Other,3,18.56,17.87,7.2,0,"Data Modeling, SQL, ETL, Spark, Kafka",estimated_only
JobsTV India,Startup/Other,3,21.21,19.56,9.0,0,"GCP, ETL, Snowflake, Python, Databricks",estimated_only
Blob Infotech Pvt Ltd,Startup/Other,3,15.39,16.4,5.7,0,"SQL, Python, Spark, GCP, ETL",estimated_only
Kelly Outsourcing and Consulting Group India Priv ate Limited,Startup/Other,3,11.9,10.72,4.2,0,"SAS, Tableau, Power BI, Spark, Machine Learning",estimated_only
BrightTALK,Startup/Other,3,15.74,17.32,6.3,0,"Machine Learning, GCP, Communication, Spark",estimated_only
Leading US MNC into Analytics,Startup/Other,3,11.45,11.33,4.5,0,"Machine Learning, Python, NLP, Tableau, SQL",estimated_only
LeadSquared,Startup/Other,3,13.91,13.99,6.2,0,"Machine Learning, Python, Statistics, AWS, SQL",estimated_only
ISG NovaSoft Technologies Limited,Startup/Other,3,10.24,9.69,4.0,0,Communication,estimated_only
Knowledge Foundry Business Solutions Pvt. Ltd.,Startup/Other,3,17.62,18.21,6.0,0,"Python, SQL, Machine Learning, TensorFlow, ETL",estimated_only
CGI,Startup/Other,3,12.33,11.01,5.5,0,"Python, Azure, Spark, Agile, Machine Learning",estimated_only
CAREER MAKERS,Startup/Other,3,17.17,17.68,7.5,0,"Machine Learning, MATLAB, Data Modeling, Python, Java",estimated_only
CARDINAL HEALTH INTERNATIONAL INDIA PRIVATE LIMITE,Startup/Other,3,15.93,15.98,7.0,0,"Machine Learning, Python, NLP, TensorFlow, GCP",estimated_only
Maxdata Solutions,Startup/Other,3,14.73,16.31,5.7,0,"Java, Python, AWS, Spark, SQL",estimated_only
Xactly,Startup/Other,3,16.26,16.41,7.0,0,"Tableau, Java, Scala, SQL, Agile",estimated_only
Winfort Services Pvt ltd,Startup/Other,3,25.48,28.27,8.8,0,"GCP, Java, Spark, SQL, Python",estimated_only
Consys consultancy services,Startup/Other,3,15.45,15.61,7.2,0,"Python, Spark, Kafka, SQL, Scala",estimated_only
Confluent,Startup/Other,3,16.56,10.83,7.2,0,"Spark, Data Modeling, Python, Agile, Tableau",estimated_only
Compile Inc,Startup/Other,3,9.09,6.48,3.2,0,"Python, R, Git",estimated_only
CoinSwitch Kuber,Product,3,12.8,9.02,4.2,0,"Tableau, GCP, Python, ETL, Airflow",estimated_only
Maveric Systems Limited,Startup/Other,3,19.06,17.35,6.7,0,"Spark, Scala, Kafka, Java, Data Modeling",estimated_only
Mandiant,Startup/Other,3,12.88,11.99,4.7,0,"Python, Spark, C++, Communication, Machine Learning",estimated_only
Makonis software Solutions Private Limited,Startup/Other,3,21.39,22.73,8.0,0,"Scala, Spark, AWS, Python",estimated_only
Hevo.io,Startup/Other,3,8.95,6.73,3.7,0,"SQL, Java, Python",estimated_only
Birlasoft,MNC/IT Services,3,18.84,17.49,7.0,0,"AWS, ETL, Spark, Scala, Communication",estimated_only
Bioclinica,Startup/Other,3,12.39,6.8,4.0,0,ETL,estimated_only
Vdart Digital Private Limited,Startup/Other,3,21.65,22.51,8.8,0,"Azure, Databricks, ETL",estimated_only
VMULTIPLY SOLUTIONS,Startup/Other,3,13.39,11.77,4.7,0,"Python, Machine Learning, TensorFlow, C++",estimated_only
AVE-Promagne,Startup/Other,3,18.4,15.51,7.7,0,"Azure, SQL, Communication, Python, GCP",estimated_only
Big Data BizViz (BizViz Technologies Pvt. Ltd),Startup/Other,3,15.77,15.28,6.8,0,"SQL, Agile, NoSQL, SAS, Machine Learning",estimated_only
Momentive Performance Materials Inc.,Startup/Other,3,10.83,9.49,4.7,0,"Data Modeling, SQL",estimated_only
Mize software Solutions Pvt ltd,Startup/Other,3,18.96,15.88,8.8,0,"AWS, Machine Learning, Java, Python, Agile",estimated_only
Mindtree,MNC/IT Services,3,15.86,15.66,7.2,0,"GCP, Docker, Python, Java",estimated_only
NR Consulting,Startup/Other,3,9.71,11.0,3.7,0,"Spark, SQL, Python, Docker, AWS",estimated_only
NEEMTREE INTERNET PVT LTD,Startup/Other,3,13.06,10.98,5.2,0,"SAS, Machine Learning, Data Modeling",estimated_only
Big Data BizViz,Startup/Other,3,16.3,16.64,6.8,0,"Python, Java, Spark, SQL, Scala",estimated_only
Bidgely Technologies Private Limited,Startup/Other,3,17.75,18.37,7.5,0,"Machine Learning, Statistics, R, A/B Testing, NoSQL",estimated_only
Benovymed Healthcare Private Limited,Startup/Other,3,22.29,22.25,15.2,0,,estimated_only
Motorola Solutions India Private Ltd,Product,3,15.45,15.0,5.2,0,"Spark, Data Visualization",estimated_only
Hinduja Global,Startup/Other,3,7.68,7.87,2.5,0,"Machine Learning, NLP, Spark, Statistics, SQL",estimated_only
GoTo,Startup/Other,3,14.51,14.44,5.3,0,"Data Modeling, SQL, C++, Python, Spark",estimated_only
ORMAE (Operations Research Machine learning & Analytics Experts LLP),Startup/Other,3,18.77,18.11,7.7,0,"Spark, Machine Learning, NoSQL, MongoDB, Tableau",estimated_only
Acara Solutions Inc,Startup/Other,3,17.71,20.39,13.2,0,"Data Modeling, ETL, Git, Agile, Machine Learning",estimated_only
Career Maker,Startup/Other,3,20.47,20.11,9.0,0,"C++, ETL, Machine Learning, Python, Spark",estimated_only
Cardinal Health,Startup/Other,3,11.74,11.16,5.0,0,Agile,estimated_only
Data Semantics,Startup/Other,3,14.51,16.11,6.5,0,"Python, Tableau, Machine Learning, AWS, Java",estimated_only
Wells Fargo International Solutions Private Ltd,Startup/Other,3,21.27,26.75,8.0,0,"SQL, Data Modeling, Scala, Spark, Machine Learning",estimated_only
WPP IT,Startup/Other,3,7.63,6.53,3.7,0,Tableau,estimated_only
Vesat Management Consultants Pvt. Ltd,Startup/Other,3,20.59,24.97,7.2,0,"ETL, Spark, SQL, Data Modeling, Agile",estimated_only
New Era India Consultancy Pvt. Ltd.,Startup/Other,3,11.29,9.21,6.3,0,"Data Visualization, Git, SQL, Java, Agile",estimated_only
Neuroglee Therapeutics,Startup/Other,3,9.97,6.87,3.7,0,"GCP, NoSQL, SQL, APIs, AWS",estimated_only
Hanu Software Solutions,Startup/Other,3,23.84,23.63,15.8,0,"Azure, Machine Learning, Python, Excel, Spark",estimated_only
HELLES TALENT SOLUTIONS PRIVATE LIMITED,Startup/Other,3,14.86,14.63,6.3,0,"SQL, Data Modeling, Tableau, Data Visualization, ETL",estimated_only
Geek Technologies,Startup/Other,3,20.53,20.66,9.7,0,"Spark, Kafka, Scala, Java, APIs",estimated_only
BCD Meetings & Events,Startup/Other,3,7.74,6.26,2.8,0,"Data Visualization, Machine Learning, Excel",estimated_only
OutSystems,Startup/Other,3,20.78,18.78,7.8,0,"Spark, AWS, Airflow, Python, ETL",estimated_only
Observe.AI,Startup/Other,3,15.5,15.33,6.5,0,"Machine Learning, NLP, Agile",estimated_only
Growel Softech Pvt. Ltd.,Startup/Other,3,16.16,15.8,6.0,0,"SQL, GCP, Java, Python, ETL",estimated_only
Perfect Day,Startup/Other,3,15.46,16.72,5.2,0,"Python, R, SQL, AWS",estimated_only
Torry Harris Business Solutions,Startup/Other,3,11.78,11.29,4.5,0,"Spark, Agile, SQL, Communication, Python",estimated_only
Tookitaki Holding PTE LTD,Startup/Other,3,7.22,7.13,2.2,0,"Machine Learning, Spark, SQL, Communication, C++",estimated_only
Tide Software,Startup/Other,3,6.7,6.36,2.0,0,"Python, AWS, Agile",estimated_only
Dealshare.in,Startup/Other,3,11.88,12.83,4.5,0,"Machine Learning, Power BI, SQL, Excel",estimated_only
Acko,Startup/Other,3,8.41,9.37,3.7,0,,estimated_only
Accolite Software India Pvt Ltd,Startup/Other,3,9.45,10.12,4.0,0,"ETL, Java, Spark, SQL, Scala",estimated_only
Pathway Creators,Startup/Other,3,13.96,14.7,6.3,0,"ETL, SQL, Python, Machine Learning, Communication",estimated_only
Baker Hughes,Startup/Other,3,16.7,14.75,6.2,0,"Spark, AWS, Git, Agile",estimated_only
Global Employees,Startup/Other,3,22.31,23.25,8.8,0,"Tableau, Machine Learning, NLP, Java, Python",estimated_only
Axtria India Private Limited,Startup/Other,3,20.27,18.13,7.5,0,"Python, Spark",estimated_only
Premier Consultants,Startup/Other,3,14.8,16.18,6.2,0,"Statistics, SQL, SAS, Python, R",estimated_only
Podium Systems,Startup/Other,3,17.07,21.47,7.3,0,"Data Modeling, Agile, Git, SQL, Communication",estimated_only
GSPANN,Startup/Other,3,14.18,15.12,5.8,0,"SQL, Python, Spark, Azure, GCP",estimated_only
Rakuten,Startup/Other,3,13.04,11.57,5.3,0,"SQL, Python, Spark, Machine Learning, Statistics",estimated_only
FutureSoft (India),Startup/Other,3,20.05,16.96,7.3,0,"SQL, Azure, Spark, Tableau, Python",estimated_only
Future India Services,Startup/Other,3,13.52,13.91,5.7,0,"Data Visualization, ETL, SQL, Statistics, R",estimated_only
Quantiphi Analytics Solutions Pvt. Ltd.,Startup/Other,3,17.79,17.17,6.8,0,"ETL, SQL, Azure, Databricks",estimated_only
Telstra,Startup/Other,3,17.14,15.55,7.7,0,"SQL, Communication, GCP, Spark, Data Modeling",estimated_only
Devkraft Technologies,Startup/Other,3,15.09,17.11,5.8,0,"SQL, Power BI, Tableau, Python, Excel",estimated_only
Uptycs,Startup/Other,3,12.31,10.08,6.5,0,"SQL, Agile, NoSQL, MongoDB",estimated_only
Uberlife Consulting Private Limited,Product,3,15.95,13.09,6.0,0,"Tableau, SQL, ETL, Communication",estimated_only
Relevance Lab Inc,Startup/Other,3,15.77,15.7,7.0,0,"Git, SQL, Agile, Python, Statistics",estimated_only
Ethos Capital,Startup/Other,3,8.98,9.35,4.0,0,"Machine Learning, NLP, Python, Spark, Agile",estimated_only
SecureWorks,Startup/Other,3,19.56,19.19,9.2,0,,estimated_only
Salesforce,Product,3,19.95,25.62,7.8,0,"SQL, C++, Machine Learning, Agile",estimated_only
FireEye CyberSecurity Pvt Ltd,Startup/Other,3,10.47,8.23,4.3,0,"Python, Spark, C++, Azure, AWS",estimated_only
Fiddich,Startup/Other,3,14.22,16.15,5.8,0,"Data Modeling, Machine Learning, MATLAB",estimated_only
FabHotel Aay Kay Model Town,Startup/Other,3,8.51,6.9,2.7,0,"Spark, Git, Agile",estimated_only
Societe Generale,Startup/Other,3,17.79,16.97,7.0,0,"Machine Learning, NoSQL, NumPy, Java, R",estimated_only
Slice,Startup/Other,3,13.07,15.86,5.2,0,"SQL, MongoDB, NoSQL, Data Visualization, Python",estimated_only
Signify,Startup/Other,3,19.06,16.17,7.5,0,"Machine Learning, Statistics, Data Modeling",estimated_only
Shiras HR Advisory & Services,Startup/Other,3,16.61,17.7,5.5,0,"Data Visualization, Power BI, Statistics, Spark, AWS",estimated_only
Tactica Business solutions,Startup/Other,3,23.62,22.86,13.3,0,"Azure, Python, SQL, Databricks, ETL",estimated_only
Altimetrik,Startup/Other,3,18.98,18.13,7.0,0,"Python, C++, Agile, Spark, AWS",estimated_only
Alphonso Inc.,Startup/Other,3,15.59,11.4,6.2,0,"Machine Learning, Spark, Statistics, Git",estimated_only
Edge Executive Search Pvt. Ltd.,Startup/Other,3,15.04,17.31,6.3,0,"Machine Learning, Python, NLP, Git, SQL",estimated_only
EDU ANGELS INDIA PVT LTD,Startup/Other,3,12.55,11.17,5.3,0,"SQL, Python, Spark, AWS, Azure",estimated_only
AirSeva,Startup/Other,3,20.72,21.08,10.5,0,"C++, Java, Agile",estimated_only
Aeries Technology Group,Startup/Other,3,19.74,17.56,7.3,0,"Azure, Java, Python, Spark",estimated_only
Advito,Startup/Other,3,8.71,9.49,4.2,0,"Data Visualization, Machine Learning, Excel",estimated_only
Shell Info Technologies Private Limited,Startup/Other,3,22.81,21.14,8.2,0,"Spark, SQL, Java, Python, AWS",estimated_only
Exabeam,Startup/Other,3,13.49,8.93,6.0,0,"Machine Learning, Communication, APIs, GCP",estimated_only
EverForce LLC,Startup/Other,3,15.22,16.85,5.7,0,"SQL, Python, Machine Learning, AWS",estimated_only
Educational Initiatives,Startup/Other,3,7.53,7.73,2.8,0,"SQL, Spark, Excel, Azure, NoSQL",estimated_only
Aon Hewitt,Startup/Other,3,13.41,16.37,5.0,0,ETL,estimated_only
Solarwinds India Pvt Ltd,Product,3,18.39,20.09,5.8,0,"GCP, Azure, Docker, AWS",estimated_only
Cardinal Drugs Ltd.,Startup/Other,3,15.17,15.44,7.3,0,"Agile, Excel",estimated_only
TE Connectivity,Startup/Other,3,14.71,14.44,5.7,0,"Data Visualization, Tableau, Communication, R, SAS",estimated_only
T & A Solutions,Startup/Other,3,12.85,15.84,5.2,0,"Excel, SQL, Python",estimated_only
Syneos Health,Startup/Other,3,16.32,16.46,6.7,0,"Azure, SQL, Python, Databricks, Java",estimated_only
Syncron International AB,Startup/Other,3,18.77,17.34,8.8,0,"Java, SQL, NoSQL, AWS, Machine Learning",estimated_only
Symmetrical Global Search Pvt Ltd,Startup/Other,3,23.61,23.51,11.0,0,"Data Modeling, Machine Learning",estimated_only
Swift Strategic Solutions Inc,Startup/Other,3,16.14,16.07,6.2,0,"Kafka, SQL, Python, Spark",estimated_only
Superior Group,Startup/Other,3,21.62,23.13,10.3,0,"NLP, Statistics",estimated_only
Sun Technology Integrators Private Limited,Startup/Other,3,15.42,15.26,5.7,0,Agile,estimated_only
Tech Mahindra,MNC/IT Services,3,16.93,16.75,7.2,0,"Spark, Python, ETL, Azure, Scala",estimated_only
Teamlease Servcies limited,Startup/Other,3,17.05,12.65,6.5,0,"ETL, SQL, GCP, Power BI, Java",estimated_only
Talent21 Management Shared Services Private Limited,Startup/Other,3,16.01,16.3,6.8,0,"Data Modeling, Spark, SQL, ETL, Agile",estimated_only
Tala,Startup/Other,3,11.0,11.15,4.7,0,"GCP, SQL, Scala, NoSQL",estimated_only
Zilingo.com,Startup/Other,3,12.73,11.6,4.5,0,"Machine Learning, NoSQL, Spark",estimated_only
Zetwerk Manufacturing Businesses,Startup/Other,3,16.48,21.03,9.2,0,,estimated_only
Zeta Inc.,Startup/Other,3,19.19,17.52,6.2,0,"SQL, Agile, Spark",estimated_only
ZeroFOX,Startup/Other,3,9.49,9.2,3.8,0,"Python, Spark, AWS",estimated_only
Info Corporate Service,Startup/Other,3,18.04,15.81,5.8,0,"SQL, Spark, ETL, Java, Scala",estimated_only
Infinera,Startup/Other,3,15.89,15.64,7.0,0,,estimated_only
Inference Labs,Startup/Other,3,9.77,7.31,3.8,0,"Power BI, Tableau, SQL, Excel, R",estimated_only
Indihire HR Consultants Private Limited,Startup/Other,3,11.06,11.42,4.7,0,"SQL, Python, Machine Learning",estimated_only
Indegene Private Limited,Startup/Other,3,13.4,13.92,6.3,0,"SAS, Statistics, Agile",estimated_only
Infosys,MNC/IT Services,3,15.34,15.58,5.8,0,"Java, Python, Azure, ETL, SQL",estimated_only
Infogain,Startup/Other,3,23.11,23.7,9.3,0,"SQL, Azure, Data Modeling, Power BI, Databricks",estimated_only
InfoCepts,Startup/Other,3,18.88,17.75,7.5,0,"Python, Azure, SQL, Kafka, Spark",estimated_only
AECOM,Startup/Other,3,16.95,14.65,6.2,0,"Tableau, SQL, NoSQL, R",estimated_only
AGILITY HUMAN RESOURCE MANAGEMENT SERVICES PRIVATE LIMITED,Startup/Other,3,16.37,21.4,6.7,0,"Plotly, Tableau, SQL, Agile",estimated_only
Zoom Start India,Startup/Other,2,8.96,8.96,3.2,0,"Machine Learning, NoSQL, Java, SQL, Python",estimated_only
zBliss Technologies,Startup/Other,2,4.44,4.44,0.8,0,"Machine Learning, Python",estimated_only
ALLEGIS GLOBAL SOLUTION,Startup/Other,2,13.03,13.03,5.5,0,Excel,estimated_only
AKANA SERVICES PRIVATE LIMITED,Startup/Other,2,21.06,21.06,7.2,0,"SQL, Spark, Azure, GCP, ETL",estimated_only
AI Enterprise,Startup/Other,2,17.62,17.62,6.5,0,"Spark, R, Communication, NoSQL",estimated_only
cartrack,Startup/Other,2,16.68,16.68,6.5,0,"Spark, Kafka, Java, Airflow, SQL",estimated_only
Innominds Software Pvt Ltd,Startup/Other,2,11.69,11.69,4.0,0,"Data Visualization, TensorFlow, Java, Python, ETL",estimated_only
InnovAccer,Startup/Other,2,24.18,24.18,11.0,0,"SQL, Python, NoSQL, Tableau, ETL",estimated_only
Innova Solutions Private Limited,Startup/Other,2,16.94,16.94,6.5,0,"Spark, Scala, AWS, Python, SQL",estimated_only
