company,tier,job_count,avg_salary,median_salary,avg_experience,disclosed_salary_count,top_skills,salary_data_note
Bloom Energy India Pvt Ltd,Startup/Other,2,10.03,10.03,4.2,0,"ETL, SQL",estimated_only
Z2Plus Placement & Security Agency Pvt. Ltd.,Startup/Other,2,9.26,9.26,3.0,0,"Statistics, Excel, Machine Learning, NLP, Data Modeling",estimated_only
Synechron,Startup/Other,2,19.72,19.72,8.5,0,"Java, Python, Spark, Azure, AWS",estimated_only
Suyati Technologies Pvt Ltd,Startup/Other,2,25.28,25.28,12.0,0,"Machine Learning, Spark, SQL, Agile",estimated_only
Successr HR Tech PVT LTD,Startup/Other,2,17.52,17.52,6.8,0,"Machine Learning, SQL, NoSQL, Data Visualization, Azure",estimated_only
StateStreet Global Advisor Pvt Ltd,Startup/Other,2,9.9,9.9,4.0,0,"ETL, Git, Agile",estimated_only
Capital Placement Services,Startup/Other,2,11.05,11.05,4.0,0,"Machine Learning, Agile, Git, Excel",estimated_only
Calsoft,Startup/Other,2,23.28,23.28,9.0,0,"Machine Learning, C++, Java, SQL, Python",estimated_only
CROSSROAD ELF DSS PRIVATE LIMITED,Startup/Other,2,8.66,8.66,3.5,0,"ETL, Machine Learning, C++",estimated_only
Tavant Technologies,Startup/Other,2,17.34,17.34,6.8,0,"Java, Kafka, Machine Learning, Python, AWS",estimated_only
Talentify,Startup/Other,2,6.62,6.62,2.5,0,"NoSQL, MongoDB, Git, SQL, Python",estimated_only
Talent Bee Consulting Pvt. Ltd,Startup/Other,2,16.64,16.64,6.0,0,"SQL, Python, Spark, AWS, Machine Learning",estimated_only
Zepto,Product,2,16.8,16.8,5.8,0,"GCP, SQL, Communication",estimated_only
Zdaly,Startup/Other,2,14.57,14.57,5.5,0,"NoSQL, Spark, Machine Learning, Data Modeling, Tableau",estimated_only
Zauba Technologies & Data Services Private Limited,Startup/Other,2,11.62,11.62,4.0,0,"SQL, Spark",estimated_only
ZOLVE INNOVATIONS PRIVATE LIMITED,Startup/Other,2,13.96,13.96,5.0,0,"Machine Learning, Spark, NumPy",estimated_only
ZENSARK INDIA PRIVATE LTD,MNC/IT Services,2,10.52,10.52,5.0,0,"SQL, ETL, Python, Power BI",estimated_only
Indium Software (India) Limited,Startup/Other,2,10.34,10.34,3.5,0,"Communication, SQL, Data Visualization, Power BI, SAS",estimated_only
b2bsalesarrow,Startup/Other,1,9.49,9.49,4.5,0,"Communication, Excel",estimated_only
getyourjob,Startup/Other,1,15.21,15.21,7.5,0,Data Modeling,estimated_only
A1 Technology Pvt Ltd,Startup/Other,1,17.88,17.88,5.5,0,"SQL, NoSQL, Spark, AWS",estimated_only
zeotap,Startup/Other,1,11.57,11.57,3.5,0,"SQL, NoSQL",estimated_only
3M India,Startup/Other,1,10.16,10.16,4.0,0,,estimated_only
7G TECHNOLOGY & IT SOLUTIONS LLP,Startup/Other,1,17.16,17.16,6.0,0,Java,estimated_only
A2Z Finders,Startup/Other,1,16.55,16.55,7.5,0,"Airflow, Data Modeling, SQL, Python, AWS",estimated_only
ABCD,Startup/Other,1,11.19,11.19,4.0,0,"Java, Scala, Spark",estimated_only
ACI Group,Startup/Other,1,13.89,13.89,5.5,0,,estimated_only
ACL Digital,Startup/Other,1,15.51,15.51,7.5,0,"ETL, Python, Scala, Spark",estimated_only
lavian llp,Startup/Other,1,9.21,9.21,3.5,0,Excel,estimated_only
myGate,Startup/Other,1,6.25,6.25,3.0,0,"Data Visualization, SQL, NoSQL",estimated_only
ALOIS TECHNOLOGIES LLP,Startup/Other,1,15.57,15.57,6.5,0,"Machine Learning, TensorFlow, Git",estimated_only
AMERICAN EXPRESS GLOBAL BUSINESS TRAVEL,Startup/Other,1,6.87,6.87,2.5,0,,estimated_only
AMETEK Inc,Startup/Other,1,15.55,15.55,6.5,0,,estimated_only
Coda Payments,Startup/Other,1,11.56,11.56,4.5,0,"Machine Learning, Git, Statistics",estimated_only
Cocoslabs,Startup/Other,1,10.53,10.53,3.5,0,"SQL, Python, NoSQL",estimated_only
CoBot Systems,Startup/Other,1,6.89,6.89,1.5,0,"Machine Learning, Statistics",estimated_only
red seer consulting,Startup/Other,1,10.06,10.06,3.5,0,,estimated_only
recruiter360degree,Startup/Other,1,12.42,12.42,3.5,0,"Azure, Scala, Python, Spark",estimated_only
4bell Technology,Startup/Other,1,16.21,16.21,5.5,0,"Data Modeling, SQL, Scala, Spark",estimated_only
phData,Startup/Other,1,18.2,18.2,6.0,0,"Java, Python, Spark, AWS",estimated_only
nuVizz Software Solutions Pvt.,Startup/Other,1,16.99,16.99,7.5,0,"Data Modeling, Machine Learning, Java, R",estimated_only
Zinnov Management Consulting,Startup/Other,1,26.03,26.03,10.0,0,"GCP, Kafka, Azure, AWS",estimated_only
Zenius Education,Startup/Other,1,24.26,24.26,12.5,0,"NumPy, TensorFlow, Python",estimated_only
Zen3 Infosolutions,Startup/Other,1,16.36,16.36,6.5,0,"Scala, Azure, Spark",estimated_only
Zeksta Technology,Startup/Other,1,10.79,10.79,4.5,0,"Python, Agile",estimated_only
Zebra Technologies,Startup/Other,1,17.23,17.23,5.5,0,"Machine Learning, Java, Python, Spark",estimated_only
ZapCom,Startup/Other,1,20.8,20.8,12.5,0,Communication,estimated_only
Consilio,Startup/Other,1,5.2,5.2,3.0,0,,estimated_only
Consero Global,Startup/Other,1,10.32,10.32,4.5,0,Excel,estimated_only
Iron Mountain,Startup/Other,1,7.18,7.18,1.5,0,"Plotly, Tableau, SQL, Communication",estimated_only
Iris Corporate Solutions Pvt. Ltd.,Startup/Other,1,10.23,10.23,5.0,0,ETL,estimated_only
Inventech Info Solutions Pvt. Ltd.,Startup/Other,1,8.81,8.81,4.0,0,"SQL, Python, R",estimated_only
Intuitor SoftTech Services Pvt. Ltd.,Product,1,23.48,23.48,6.0,0,"Machine Learning, Java, Python, Spark",estimated_only
Intuitive.Cloud,Product,1,20.94,20.94,7.5,0,"Java, Spark",estimated_only
Intertrust Group,Startup/Other,1,10.2,10.2,5.0,0,Communication,estimated_only
Interactions,Startup/Other,1,7.09,7.09,3.0,0,Data Modeling,estimated_only
Intelliswift,Startup/Other,1,24.39,24.39,9.5,0,"SQL, Java, Scala, Spark",estimated_only
Intelliest Technology,Startup/Other,1,16.31,16.31,7.5,0,"Scala, Azure, Spark, Databricks",estimated_only
Integreat,Startup/Other,1,14.84,14.84,5.5,0,"NoSQL, MongoDB, SQL, Python, APIs",estimated_only
Integrated Digital Systems,Startup/Other,1,3.72,3.72,0.5,0,Excel,estimated_only
Instabase,Startup/Other,1,26.49,26.49,8.5,0,"NLP, ETL, SQL, Docker",estimated_only
Innovatia,Startup/Other,1,11.56,11.56,5.0,0,"Communication, Power BI, Excel",estimated_only
Innovary Technologies,Startup/Other,1,6.98,6.98,2.0,0,Communication,estimated_only
Infoz Software Solution,Startup/Other,1,23.98,23.98,10.0,0,"Java, Python, Docker, AWS",estimated_only
Infoworks,Startup/Other,1,25.49,25.49,12.0,0,"Java, Agile, Spark, SQL, Scala",estimated_only
KANINI SOFTWARE SOLUTIONS INDIA PRIVATE LIMITED,Startup/Other,1,10.81,10.81,3.5,0,"Python, Java, Spark, SQL, Scala",estimated_only
Jumbotail Technologies,Startup/Other,1,10.94,10.94,4.5,0,,estimated_only
Jubilant Life Sciences Ltd,Startup/Other,1,10.44,10.44,5.0,0,,estimated_only
Jubilant Generics Limited,Startup/Other,1,10.54,10.54,5.0,0,,estimated_only
JoulestoWatts Business Solutions Pvt Ltd,Startup/Other,1,15.4,15.4,6.5,0,"Azure, Python, Spark, Databricks",estimated_only
Jobstop Solutions Private Limited,Startup/Other,1,21.14,21.14,12.5,0,"Power BI, R, Tableau, SQL, Python",estimated_only
Jobskey Consultancy,Consulting,1,19.21,19.21,7.5,0,"Kafka, SQL, Spark",estimated_only
Jobscubicle,Startup/Other,1,24.39,24.39,9.5,0,,estimated_only
Job Delights Consultancy,Startup/Other,1,14.74,14.74,6.0,0,"Azure, SQL, Python, AWS",estimated_only
Jio,Startup/Other,1,11.21,11.21,4.0,0,"NLP, Machine Learning, TensorFlow, Python",estimated_only
Jigsaw Academy Education Pvt Ltd,Startup/Other,1,14.22,14.22,6.5,0,"NumPy, Python, Statistics",estimated_only
Jacobs,Startup/Other,1,26.83,26.83,9.5,0,"Azure, Databricks",estimated_only
JRD Systems Private Ltd.,Startup/Other,1,17.98,17.98,7.0,0,"SQL, Scala, NoSQL",estimated_only
JPMorgan Chase,Startup/Other,1,20.58,20.58,8.5,0,"Data Modeling, Agile",estimated_only
JK Technohub,Startup/Other,1,18.74,18.74,6.5,0,"SQL, Java, Scala, Spark",estimated_only
JITKARV PRIVATE LIMITED,Startup/Other,1,6.38,6.38,3.0,0,"C++, Java, Communication, Python, Excel",estimated_only
Blisaura Events Studio Pvt Ltd,Startup/Other,1,9.84,9.84,3.5,0,Statistics,estimated_only
Blackhawk Network,Startup/Other,1,22.48,22.48,12.5,0,"Machine Learning, MATLAB",estimated_only
Kaleyra,Startup/Other,1,25.85,25.85,12.5,0,"Java, Azure, SQL, Python, AWS",estimated_only
Britive,Startup/Other,1,27.04,27.04,12.5,0,"Machine Learning, Python, AWS",estimated_only
Bristlecone,Startup/Other,1,18.2,18.2,6.5,0,"Machine Learning, NLP, Python",estimated_only
Briltus Services Private Limited,Startup/Other,1,16.4,16.4,6.0,0,"ETL, SQL, Azure, Databricks",estimated_only
Brickwork Ratings Private Limited,Startup/Other,1,14.37,14.37,6.5,0,,estimated_only
Branch Metrics,Startup/Other,1,9.89,9.89,3.5,0,,estimated_only
Impartus Innovations Private Limited,Startup/Other,1,5.84,5.84,1.5,0,"R, SAS, Excel",estimated_only
Idyllic Services Pvt Ltd,Startup/Other,1,24.44,24.44,9.5,0,"SQL, Python, Spark",estimated_only
IdealCrew Services,Startup/Other,1,28.29,28.29,10.5,0,"Scala, Spark",estimated_only
Icon Pharmaceutical s,Startup/Other,1,10.35,10.35,4.5,0,,estimated_only
Icon Clinical Research,Startup/Other,1,9.85,9.85,4.5,0,,estimated_only
Kaizen SRA Technologies Pvt. Ltd.,Startup/Other,1,16.43,16.43,5.5,0,"SQL, MongoDB, NoSQL, Spark",estimated_only
Kaarlo Training & HR Solutions Pvt. Ltd.,Startup/Other,1,24.26,24.26,9.5,0,Python,estimated_only
KLOUTIX SOLUTIONS PRIVATE LIMITED,Startup/Other,1,24.49,24.49,9.0,0,"Spark, Snowflake, Airflow, Communication, dbt",estimated_only
IMERIT TECHNOLOGY SERVICES PRIVATE LIMITED,Startup/Other,1,14.41,14.41,6.0,0,"NLP, Machine Learning, Pandas, Python",estimated_only
IITjobs Inc.,Startup/Other,1,26.19,26.19,9.0,0,"GCP, ETL, Java, SQL, Python",estimated_only
LUMINITE SERVICES,Startup/Other,1,24.47,24.47,11.5,0,Spark,estimated_only
LOGICAL HIRING,Startup/Other,1,11.02,11.02,4.5,0,"Tableau, SQL",estimated_only
LALITA MANPOWER SOLUTIONS,Startup/Other,1,22.94,22.94,13.5,0,Azure,estimated_only
KredX India,Startup/Other,1,17.84,17.84,6.5,0,"Machine Learning, SQL, NoSQL",estimated_only
KnowledgeHut,Startup/Other,1,11.84,11.84,4.0,0,"NoSQL, Spark, SQL, Python, AWS",estimated_only
Kings Labs Technologies,Startup/Other,1,6.43,6.43,1.5,0,,estimated_only
Kiash solutions,Startup/Other,1,17.7,17.7,5.5,0,"Python, AWS",estimated_only
Kenan Management Consultants Private Limited,Startup/Other,1,16.89,16.89,6.0,0,"Spark, Azure, SQL, Scala, Databricks",estimated_only
Borderless Access,Startup/Other,1,6.06,6.06,2.5,0,"Python, Excel",estimated_only
Bobble App,Startup/Other,1,9.32,9.32,4.5,0,"SQL, Spark, Excel",estimated_only
Bluebear Technology Private Limited,Startup/Other,1,13.06,13.06,7.5,0,,estimated_only
Blue Prism Solutions,Startup/Other,1,21.5,21.5,8.5,0,"Azure, Python",estimated_only
Blue Prism,Startup/Other,1,11.82,11.82,3.5,0,"Machine Learning, Python",estimated_only
Blue Ocean Catalyst Private Limited,Startup/Other,1,13.18,13.18,6.0,0,"NoSQL, Java, Spark",estimated_only
Leading US MNC (analytics),Startup/Other,1,10.13,10.13,4.5,0,"SQL, Spark",estimated_only
Leading MNC IT (analytics),Startup/Other,1,18.44,18.44,5.5,0,"SQL, Spark",estimated_only
Lead Data Engineer,Startup/Other,1,14.17,14.17,7.0,0,"SQL, MongoDB, NoSQL",estimated_only
Lavyuk Consultancy Services Private Limited,Startup/Other,1,23.21,23.21,11.5,0,Excel,estimated_only
Ibibo,Startup/Other,1,7.55,7.55,3.0,0,"Machine Learning, Spark, Scala, Statistics",estimated_only
ITOrizon,Startup/Other,1,6.69,6.69,3.0,0,"Machine Learning, C++, Java, Python",estimated_only
IQLECT,Startup/Other,1,19.82,19.82,6.5,0,"Machine Learning, Python",estimated_only
INUMELLAS CONSULTANCY SERVICES PRIVATE LIMITED,Startup/Other,1,16.86,16.86,6.5,0,"Scala, SQL, Airflow, Spark",estimated_only
INTEGRATED PERSONNEL SERVICES LIMITED,Startup/Other,1,17.62,17.62,5.5,0,"Spark, Kafka, Git, SQL, Scala",estimated_only
INSTAWORK SERVICES INDIA PRIVATE LIMITED,Startup/Other,1,9.61,9.61,4.0,0,SQL,estimated_only
INNOWHYTE PRIVATE LIMITED,Startup/Other,1,17.22,17.22,8.0,0,"SQL, Azure, AWS",estimated_only
INNOVATION TRIGGERS MGMT PRIVATE LIMITED,Startup/Other,1,24.42,24.42,10.5,0,"ETL, SQL, Python",estimated_only
INNOMINDS SOFTWARE SEZ INDIA PRIVATE LIMITED,Startup/Other,1,14.18,14.18,7.5,0,,estimated_only
INITIATEFIRST INFORMATION SERVICES PRIVATE LIMITED,Startup/Other,1,11.27,11.27,5.0,0,"Azure, SQL, Python",estimated_only
INFOSERVICES DIGITECH INDIA PRIVATE LIMITED,Startup/Other,1,24.43,24.43,9.5,0,"Machine Learning, Java, Snowflake, Scala, Airflow",estimated_only
IMSI Staffing Pvt Ltd. (A Teamlease Co.),Startup/Other,1,15.37,15.37,7.0,0,"ETL, SQL",estimated_only
MATRIX HR TECHNOLOGIES PRIVATE LIMITED,Startup/Other,1,11.3,11.3,3.5,0,"Azure, Python, Spark, AWS",estimated_only
M/S Rahul Akole,Startup/Other,1,5.08,5.08,0.5,0,"SQL, Python, Spark",estimated_only
M/S NILE,Startup/Other,1,16.61,16.61,6.0,0,"Machine Learning, NLP, Java, SQL, Python",estimated_only
M/S Maxima Executive Search Pvt Ltd,Startup/Other,1,27.08,27.08,10.5,0,Scala,estimated_only
M-PANELS RESEARCH SERVICES PRIVATE LIMITED ( M360 Research ),Startup/Other,1,5.77,5.77,3.0,0,Excel,estimated_only
M-PANELS RESEARCH SERVICES PRIVATE LIMITED,Startup/Other,1,10.44,10.44,5.0,0,Excel,estimated_only
Lowe's,Startup/Other,1,11.76,11.76,4.5,0,Power BI,estimated_only
Logward,Startup/Other,1,15.6,15.6,6.5,0,Python,estimated_only
LogicPlum,Startup/Other,1,14.39,14.39,5.5,0,,estimated_only
Locus Enterprises,Startup/Other,1,15.51,15.51,5.5,0,,estimated_only
Lineup technology Services Pvt Ltd,Startup/Other,1,20.26,20.26,14.5,0,Data Modeling,estimated_only
Liberty Talent Search,Startup/Other,1,11.15,11.15,4.5,0,"Spark, Azure, SQL, Scala, AWS",estimated_only
Lendingkart Finance Limited,Startup/Other,1,28.15,28.15,8.5,0,,estimated_only
LendingKart,Startup/Other,1,13.39,13.39,7.0,0,,estimated_only
Lemon tree staffing,Startup/Other,1,6.39,6.39,3.0,0,,estimated_only
Leading US MNC into analytics,Startup/Other,1,11.21,11.21,4.5,0,"SAS, SQL",estimated_only
Hucon,Startup/Other,1,11.5,11.5,4.5,0,"SQL, Spark",estimated_only
Huawei Technologies,Startup/Other,1,22.41,22.41,9.0,0,,estimated_only
Manhattan,Startup/Other,1,18.38,18.38,7.0,0,"Machine Learning, Python",estimated_only
Malayala Manorama,Startup/Other,1,10.46,10.46,4.5,0,"Plotly, SQL, Python",estimated_only
Magenta Power Pvt Ltd,Startup/Other,1,8.99,8.99,4.0,0,SAS,estimated_only
MSys Tech India Pvt. Ltd.,Startup/Other,1,16.93,16.93,7.5,0,"Scala, Java, Python, Spark",estimated_only
MNR Solutions Pvt. Ltd.,Startup/Other,1,16.32,16.32,7.5,0,"Data Visualization, Machine Learning, Spark",estimated_only
MNR Solutions,Startup/Other,1,15.45,15.45,6.0,0,Machine Learning,estimated_only
MMS Holdings Inc.,Startup/Other,1,10.82,10.82,5.0,0,Machine Learning,estimated_only
MM JAIN AGENCIES,Startup/Other,1,25.98,25.98,10.5,0,Python,estimated_only
MINDERA INDIA PRIVATE LIMITED,Startup/Other,1,16.02,16.02,7.5,0,"Snowflake, Data Modeling, SQL, Python, AWS",estimated_only
MILLION MINDS INFOTECH PRIVATE LIMITED,Startup/Other,1,21.03,21.03,8.5,0,,estimated_only
METRO Cash & Carry,Startup/Other,1,16.2,16.2,5.5,0,"Python, Excel",estimated_only
MEERO,Startup/Other,1,11.1,11.1,3.5,0,,estimated_only
MCLENE Soft Solutions,Startup/Other,1,10.12,10.12,4.5,0,SQL,estimated_only
MAVEN WAVE PARTNERS (INDIA)PVT. LTD.,Startup/Other,1,8.23,8.23,3.0,0,"ETL, Communication, Git, SQL, Python",estimated_only
MarketOne International.,Startup/Other,1,11.45,11.45,4.5,0,SQL,estimated_only
ManpowerGroup Services India Private Limited,Startup/Other,1,17.39,17.39,6.0,0,Agile,estimated_only
Manipal Acunova Ltd.,Startup/Other,1,16.08,16.08,5.5,0,"SAS, Excel",estimated_only
IG Infotech India,Startup/Other,1,10.59,10.59,3.5,0,Agile,estimated_only
IG Group,Startup/Other,1,15.58,15.58,7.5,0,,estimated_only
IDrive Software (India) Private Limited,Startup/Other,1,12.8,12.8,6.0,0,,estimated_only
IDFC FIRST Bank,Startup/Other,1,11.21,11.21,5.0,0,Machine Learning,estimated_only
IDC TECHNOLOGIES SOLUTIONS INDIA PVT LIMITED,Startup/Other,1,16.71,16.71,5.5,0,Python,estimated_only
IDC Corporate,Startup/Other,1,6.7,6.7,1.5,0,"Python, Power BI",estimated_only
ICF Consulting India Pvt Ltd,Startup/Other,1,4.1,4.1,0.5,0,Java,estimated_only
ICAV Tech Pvt. Ltd.,Startup/Other,1,16.98,16.98,7.5,0,AWS,estimated_only
IBS Software Services,Startup/Other,1,26.35,26.35,10.0,0,"ETL, NoSQL, Java, Spark, SQL",estimated_only
IB Business Services,Startup/Other,1,9.96,9.96,3.5,0,,estimated_only
HyringNinja,Startup/Other,1,10.93,10.93,3.5,0,"ETL, Azure, Spark, AWS",estimated_only
HyreFox Consultants Pvt Ltd,Startup/Other,1,18.43,18.43,8.5,0,"Data Visualization, SQL, MongoDB, NoSQL",estimated_only
Huntment,Startup/Other,1,16.86,16.86,5.5,0,"SQL, Python, APIs",estimated_only
CHAINALYTICS SERVICES PRIVATE LIMITED,Startup/Other,1,15.74,15.74,5.5,0,"Machine Learning, Python, R",estimated_only
"CDI Solutions, Inc",Startup/Other,1,19.05,19.05,7.5,0,"GCP, Python, Spark",estimated_only
CBRE Group,Startup/Other,1,10.97,10.97,4.0,0,,estimated_only
CAREERDOST ENTERPRISE,Startup/Other,1,6.6,6.6,2.5,0,Git,estimated_only
CAPITALCLOUD INDIA PRIVATE LIMITED,Startup/Other,1,17.82,17.82,7.5,0,"ETL, Agile, Spark, Kafka, Git",estimated_only
CAE Inc.,Startup/Other,1,9.77,9.77,3.5,0,,estimated_only
C1X Inc.,Startup/Other,1,9.85,9.85,3.5,0,,estimated_only
Homlot,Startup/Other,1,11.28,11.28,4.5,0,Spark,estimated_only
"Hitachi Solutions, Ltd",Startup/Other,1,11.25,11.25,5.0,0,"Power BI, Spark, Scala, Azure, Data Modeling",estimated_only
Hitachi Ltd.,Startup/Other,1,12.49,12.49,5.0,0,"Data Visualization, Spark, Azure, Data Modeling, SQL",estimated_only
Medi Assist Insurance TPA Pvt. Ltd,Startup/Other,1,7.93,7.93,3.0,0,"Machine Learning, Python, R",estimated_only
MedGenome Labs Pvt. Ltd.,Startup/Other,1,10.17,10.17,3.5,0,Excel,estimated_only
Maxim Integrated,Startup/Other,1,8.82,8.82,4.0,0,,estimated_only
Mavenir,Startup/Other,1,16.85,16.85,6.5,0,"Machine Learning, NoSQL, Statistics, SQL, Python",estimated_only
MatchMove India Pvt. Ltd.,Startup/Other,1,11.95,11.95,5.0,0,Docker,estimated_only
MarketScope,Startup/Other,1,10.58,10.58,4.0,0,"Tableau, Python, Spark",estimated_only
Bigshyft Hiring for Lambdatest,Startup/Other,1,10.62,10.62,4.5,0,"ETL, AWS",estimated_only
Bigshyft Hiring for Indium Software,Startup/Other,1,11.57,11.57,4.5,0,"Data Visualization, Tableau, SQL, Power BI",estimated_only
Bigshyft Hiring for CoinDCX,Startup/Other,1,15.42,15.42,5.5,0,"ETL, Java, Kafka, SQL, Python",estimated_only
Bigshyft Hiring for AskSid,Startup/Other,1,9.98,9.98,4.0,0,"Machine Learning, Python, Docker",estimated_only
BigShyft.com,Startup/Other,1,11.77,11.77,4.5,0,"NLP, Machine Learning, SQL, Python",estimated_only
Mobiotics IT Solution Pvt Ltd,Startup/Other,1,11.74,11.74,3.5,0,"TensorFlow, NoSQL, Kafka, Azure, R",estimated_only
Mobile Premier League (MPL),Startup/Other,1,10.03,10.03,4.5,0,"Data Modeling, SQL",estimated_only
Mobile Premier League,Startup/Other,1,25.57,25.57,10.0,0,"Machine Learning, SQL",estimated_only
Millennium Management LLC,Startup/Other,1,10.08,10.08,3.5,0,"C++, Python",estimated_only
Micello India Pvt Ltd,Startup/Other,1,26.25,26.25,10.0,0,"NoSQL, Azure, SQL, Python, AWS",estimated_only
Meyrahkee,Startup/Other,1,11.53,11.53,5.0,0,"GCP, Machine Learning",estimated_only
Meritfox India,Startup/Other,1,10.39,10.39,5.0,0,"Data Visualization, Tableau",estimated_only
Mercom Communications,Startup/Other,1,9.9,9.9,4.0,0,Excel,estimated_only
Megma Services,Startup/Other,1,17.09,17.09,6.5,0,Machine Learning,estimated_only
Media.net Software Services (India) Pvt Ltd,Startup/Other,1,4.57,4.57,0.5,0,Git,estimated_only
MediBuddy(PHASORZ TECHNOLOGIES PRIVATE LIMITED),Startup/Other,1,24.34,24.34,13.0,0,Python,estimated_only
HiringHut Solutions Private Ltd,Startup/Other,1,10.82,10.82,4.0,0,"Agile, Communication, Git, Python, AWS",estimated_only
Hiring Joint,Startup/Other,1,17.36,17.36,7.5,0,"Data Modeling, Machine Learning",estimated_only
Hireworks Recruitment Consultants Private limited,Startup/Other,1,5.73,5.73,3.0,0,Communication,estimated_only
Hire Freeze Manpower Solution,Startup/Other,1,17.65,17.65,6.5,0,"Airflow, Spark, AWS",estimated_only
Hewlett-Packard (HP),Startup/Other,1,16.89,16.89,8.0,0,"Java, Python, Spark, AWS",estimated_only
Hewlett Packard (HP),Startup/Other,1,26.88,26.88,14.0,0,"Machine Learning, Python, Statistics, R",estimated_only
Hero FinCorp,Startup/Other,1,18.28,18.28,6.0,0,"ETL, Power BI, Java, SQL, Python",estimated_only
Hector and Streak Consulting Pvt Ltd,Startup/Other,1,18.06,18.06,6.5,0,"Kafka, SQL, Java, Spark",estimated_only
Heart It Out,Startup/Other,1,4.63,4.63,0.5,0,"GCP, Tableau, SQL",estimated_only
Headstart Manpower Consultants,Startup/Other,1,11.79,11.79,4.5,0,Machine Learning,estimated_only
Hashtag Talent,Startup/Other,1,14.82,14.82,6.0,0,,estimated_only
BizAlgo Systems,Startup/Other,1,6.58,6.58,3.0,0,,estimated_only
BinaryStar SearchX,Startup/Other,1,14.74,14.74,5.5,0,"GCP, ETL, NoSQL, Data Modeling, SQL",estimated_only
Bigtapp Analytics,Startup/Other,1,11.6,11.6,3.5,0,"ETL, Spark",estimated_only
Bigshyft Hiring for Nykaa,Product,1,13.4,13.4,4.5,0,"SQL, Java, Spark, AWS",estimated_only
Bigshyft Hiring for MediBuddy,Startup/Other,1,14.31,14.31,8.0,0,"SQL, Python, NoSQL, MongoDB",estimated_only
NUSTAR TECHNOLOGIES INDIA PRIVATE LIMITED,Startup/Other,1,16.26,16.26,7.5,0,"Data Modeling, ETL, SQL",estimated_only
NOODLE ANALYTICS PRIVATE LIMITED,Startup/Other,1,12.88,12.88,5.0,0,Python,estimated_only
NIVEUS SOLUTIONS PRIVATE LIMITED,Startup/Other,1,17.62,17.62,7.5,0,"Machine Learning, NoSQL, MongoDB, Java, Python",estimated_only
NIRAMAI HEALTH ANALYTIX PRIVATE LIMITED,Startup/Other,1,7.75,7.75,3.0,0,"Machine Learning, Python",estimated_only
NEUMATICA TECHNOLOGIES PVT. LTD.,Startup/Other,1,10.77,10.77,4.0,0,,estimated_only
Beyond Human Resource,Startup/Other,1,15.76,15.76,5.5,0,"SQL, Azure, Spark",estimated_only
Betterhalf Private Limited,Startup/Other,1,6.9,6.9,1.5,0,"Tableau, Power BI",estimated_only
Betsol,Startup/Other,1,10.82,10.82,4.0,0,"SQL, Java, NoSQL, AWS",estimated_only
Best Infosystems Ltd,MNC/IT Services,1,23.67,23.67,12.5,0,"SQL, Agile, NoSQL, AWS",estimated_only
Bean HR Consulting,Startup/Other,1,10.91,10.91,4.5,0,"GCP, SQL, Spark",estimated_only
Bangalore Software Services Pvt Ltd.,Startup/Other,1,8.08,8.08,2.0,0,Machine Learning,estimated_only
N tech IT solutions Pvt Ltd,Startup/Other,1,15.57,15.57,6.5,0,"Tableau, Communication, Power BI",estimated_only
Myndrix Technologies LLP,Startup/Other,1,10.88,10.88,4.5,0,"NumPy, Pandas, Snowflake, SQL, Python",estimated_only
Muoro,Startup/Other,1,11.4,11.4,4.5,0,"NoSQL, MongoDB, Azure, Git, SQL",estimated_only
Mukul Consultants India Pvt. Ltd.,Startup/Other,1,27.49,27.49,8.5,0,"ETL, Spark",estimated_only
Mouser Electronics,Startup/Other,1,3.88,3.88,0.0,0,Communication,estimated_only
Netcracker,Startup/Other,1,23.78,23.78,15.0,0,"Data Modeling, Python",estimated_only
Netcore Solutions Pvt Ltd,Startup/Other,1,10.51,10.51,5.0,0,"Machine Learning, NoSQL, C++, MongoDB, SQL",estimated_only
Net Connect Pvt Ltd,Startup/Other,1,27.04,27.04,10.0,0,"Data Modeling, Machine Learning, Python",estimated_only
NeoSoft Technologies,Startup/Other,1,19.8,19.8,6.5,0,"ETL, Scala, Spark, AWS",estimated_only
Happiest Minds Technologies Pvt.Ltd,Startup/Other,1,18.54,18.54,6.5,0,"Machine Learning, Spark",estimated_only
HUSYS CONSULTING LIMITED,Startup/Other,1,10.82,10.82,5.0,0,"SQL, Excel",estimated_only
HR SOLUTIONS,Startup/Other,1,19.49,19.49,8.5,0,"Tableau, Power BI, AWS",estimated_only
HIRING STUDIO,Startup/Other,1,15.07,15.07,7.5,0,,estimated_only
HEVO TECHNOLOGIES INDIA PRIVATE LIMITED,Startup/Other,1,6.56,6.56,2.0,0,"SQL, Excel",estimated_only
HEPTAGON TECHNOLOGIES PVT LTD,Startup/Other,1,18.09,18.09,7.5,0,"Java, Python, Spark, AWS",estimated_only
HEAL Software Inc,Startup/Other,1,15.72,15.72,7.5,0,"NumPy, SQL, NoSQL, Spark",estimated_only
HDL CONSULTANT,Startup/Other,1,25.85,25.85,8.5,0,"ETL, Snowflake, Airflow, Data Modeling, Python",estimated_only
HDFC Bank,Startup/Other,1,10.32,10.32,3.5,0,Python,estimated_only
HADS COMPANY,Startup/Other,1,16.85,16.85,7.5,0,"Machine Learning, Power BI, NumPy, Spark, Python",estimated_only
Gsn Games India,Startup/Other,1,10.76,10.76,5.0,0,SAS,estimated_only
